"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference"
2676,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","5",54.31,-2.95,"","Windermire South basin England",4,19,"tmax",1.21,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2677,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","5",54.31,-2.95,"","Windermire South basin England",4,21.3,"tmax",0.99,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2678,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","10",54.31,-2.95,"","Windermire South basin England",7,22.5,"tmax",0.38,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2679,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","10",54.31,-2.95,"","Windermire South basin England",4,19.67,"tmax",1.03,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2680,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","10",54.31,-2.95,"","Windermire South basin England",4,21.67,"tmax",0.5,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2681,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","15",54.31,-2.95,"","Windermire South basin England",7,22.4,"tmax",0.37,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2682,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","15",54.31,-2.95,"","Windermire South basin England",4,20.83,"tmax",1.04,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2683,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","15",54.31,-2.95,"","Windermire South basin England",4,20.17,"tmax",0.65,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2684,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","20",54.31,-2.95,"","Windermire South basin England",7,21.4,"tmax",0.5,"SD",6,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2685,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","20",54.31,-2.95,"","Windermire South basin England",4,20.75,"tmax",0.29,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2686,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","20",54.31,-2.95,"","Windermire South basin England",4,20.83,"tmax",0.53,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2687,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","5",54.31,-2.95,"","Windermire South basin England",7,21.5,"tmax",0.92,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2688,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.31_NA_-2.95","20",54.31,-2.95,"","Windermire South basin England",7,21,"tmax",0,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2689,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","5",54.4,-2.95,"","Windermire North basin England",7,21,"tmax",0.48,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2690,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","5",54.4,-2.95,"","Windermire North basin England",4,18.33,"tmax",0.33,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2691,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","5",54.4,-2.95,"","Windermire North basin England",4,21.67,"tmax",0.5,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2692,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","10",54.4,-2.95,"","Windermire North basin England",7,22.9,"tmax",0.23,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2693,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","10",54.4,-2.95,"","Windermire North basin England",4,19.67,"tmax",0.87,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2694,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","10",54.4,-2.95,"","Windermire North basin England",4,22,"tmax",0,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2695,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","15",54.4,-2.95,"","Windermire North basin England",7,22.4,"tmax",0.37,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2696,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","15",54.4,-2.95,"","Windermire North basin England",4,20.83,"tmax",1.04,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2697,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","15",54.4,-2.95,"","Windermire North basin England",4,20.75,"tmax",0.55,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2698,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","20",54.4,-2.95,"","Windermire North basin England",7,22.1,"tmax",0.53,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2699,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","20",54.4,-2.95,"","Windermire North basin England",4,20.83,"tmax",0.25,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2700,"Salvelinus alpinus","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Baroudy & Elliott 1994","Comte","Salvelinus alpinus_54.4_NA_-2.95","20",54.4,-2.95,"","Windermire North basin England",4,20.83,"tmax",0.53,"SD",12,"critical","LOE","0.033",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","alpinus","107","Froese & Pauly, 2000","","Mortensen et al., 2007","migratory","IUCN, 2020","Summer","Summer","DeCicco, 1992;Meyers et al., 2015","Nacho/Nikki","14600","Meyers et al., 2015;Froese & Pauly, 2000"
2703,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Cherry et al. 1977","Comte","Salvelinus fontinalis_36.94_NA_-81.05","21",36.94,-81.05,"","New River drainage US",7,24,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2704,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_51.51_NA_-86.68","3",51.51,-86.68,"","Ontario, Canada",NA,23.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2705,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_51.51_NA_-86.68","11",51.51,-86.68,"","Ontario, Canada",NA,24.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2706,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_51.51_NA_-86.68","15",51.51,-86.68,"","Ontario, Canada",NA,25,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2707,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_51.51_NA_-86.68","20",51.51,-86.68,"","Ontario, Canada",NA,25.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2708,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_51.51_NA_-86.68","22",51.51,-86.68,"","Ontario, Canada",NA,25.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2709,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_51.51_NA_-86.68","24",51.51,-86.68,"","Ontario, Canada",NA,25.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2710,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_51.51_NA_-86.68","25",51.51,-86.68,"","Ontario, Canada",NA,25.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2712,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_NA_NA_NA","13",NA,NA,"","Houston 1982",NA,24,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2713,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_NA_NA_NA","16",NA,NA,"","Houston 1982",NA,24.9,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2714,"Salvelinus fontinalis","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Wismer & Christie 1987","Comte","Salvelinus fontinalis_NA_NA_NA","19",NA,NA,"","Houston 1982",NA,25.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Salvelinus","fontinalis","86","Froese & Pauly, 2000","","","migratory","NatureServe, 2020;Riede, 2004","Fall","","NatureServe, 2020;Meyers et al., 2015","Nacho/Nikki","8760","Altman & Dittmer, 1962;Froese & Pauly, 2000"
2743,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Sander vitreus_45.45_NA_-94.43","8",45.45,-94.43,"","Upper Red River US",NA,27,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sander","vitreus","107","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","Nikki","10585","Froese & Pauly, 2000"
2744,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Sander vitreus_45.45_NA_-94.43","10.1",45.45,-94.43,"","Upper Red River US",NA,28.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sander","vitreus","107","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","Nikki","10585","Froese & Pauly, 2000"
2745,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Sander vitreus_45.45_NA_-94.43","12.1",45.45,-94.43,"","Upper Red River US",NA,29,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sander","vitreus","107","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","Nikki","10585","Froese & Pauly, 2000"
2746,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Sander vitreus_45.45_NA_-94.43","13.9",45.45,-94.43,"","Upper Red River US",NA,29.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sander","vitreus","107","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","Nikki","10585","Froese & Pauly, 2000"
2747,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Sander vitreus_45.45_NA_-94.43","16",45.45,-94.43,"","Upper Red River US",NA,30.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sander","vitreus","107","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","Nikki","10585","Froese & Pauly, 2000"
2748,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Sander vitreus_45.45_NA_-94.43","18.2",45.45,-94.43,"","Upper Red River US",NA,30.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sander","vitreus","107","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","Nikki","10585","Froese & Pauly, 2000"
2749,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Sander vitreus_45.45_NA_-94.43","20.2",45.45,-94.43,"","Upper Red River US",NA,30.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sander","vitreus","107","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","Nikki","10585","Froese & Pauly, 2000"
2750,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Sander vitreus_45.45_NA_-94.43","22.1",45.45,-94.43,"","Upper Red River US",NA,30.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sander","vitreus","107","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","Nikki","10585","Froese & Pauly, 2000"
