"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference"
2847,"Squalius cephalus","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Squalius cephalus_52.34_NA_18.35","27.3",52.34,18.35,"","Lichenskie Lake Poland",NA,38.1,"tmax",0.33,"SD",9,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Squalius","cephalus","60","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Apr-Jun","","Fredrich et al., 2003;Filipović Marijić & Raspor, 2014","Nikki","5475","IUCN, 2020"
2848,"Squalius cephalus","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Squalius cephalus_52.34_NA_18.35","30.8",52.34,18.35,"","Lichenskie Lake Poland",NA,38.8,"tmax",0.16,"SD",9,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Squalius","cephalus","60","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Apr-Jun","","Fredrich et al., 2003;Filipović Marijić & Raspor, 2014","Nikki","5475","IUCN, 2020"
313,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76","27.76",-5.47,123.76,"","Hoga Island Indonesia",NA,41,"tmax",1.03,"SD",18,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
314,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76","13",-5.47,123.76,"","Hoga Island Indonesia",14,39.1,"tmax",NA,"SD",5,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
315,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76","21",-5.47,123.76,"","Hoga Island Indonesia",14,40.1,"tmax",NA,"SD",5,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
316,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76","22",-5.47,123.76,"","Hoga Island Indonesia",14,40.4,"tmax",NA,"SD",5,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
317,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76","28",-5.47,123.76,"","Hoga Island Indonesia",14,41.6,"tmax",NA,"SD",5,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
318,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76","32",-5.47,123.76,"","Hoga Island Indonesia",14,41.3,"tmax",NA,"SD",5,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
319,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76","36",-5.47,123.76,"","Hoga Island Indonesia",14,42.4,"tmax",NA,"SD",5,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
320,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76","38",-5.47,123.76,"","Hoga Island Indonesia",14,42.6,"tmax",NA,"SD",5,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
2874,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Clifton et al. 2010","Comte","Terapon jarbua_-5.47_NA_123.76","27.76",-5.47,123.76,"","Hoga Island Indonesia",NA,42.6,"tmax",0.23,"SD",9,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Terapon","jarbua","36","Froese & Pauly, 2000","","","unk","","","","","Nikki","3650","Targetfish (Terapon jarbua), n.d."
2875,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Eme et al. 2011","Comte","Terapon jarbua_-5.47_NA_123.76","37",-5.47,123.76,"","Hoga Island Indonesia",10,43.8,"tmax",0.3,"SD",34,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Terapon","jarbua","36","Froese & Pauly, 2000","","","unk","","","","","Nikki","3650","Targetfish (Terapon jarbua), n.d."
321,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Taylor et al. 2005","Comte","Bathygobius fuscus_5.28_NA_123.6","29",5.28,123.6,"","Pulau Hoga Philippines",2,41.2,"tmax",0.87,"SD",25,"critical","LOE","0.21",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","fuscus","12","Froese & Pauly, 2000","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006","","","","Nikki","1460","Takegaki et al., 2012"
766,"Dicentrarchus labrax","Chordata","Teleostei","Perciformes","Moronidae",NA,"Madeira et al. 2012","Comte","Dicentrarchus labrax_38.82_NA_-9","24",38.82,-9,"","Tagus Brackish Portugal",14,33.29,"tmax",2.28,"SD",7,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Dicentrarchus","labrax","103","Froese & Pauly, 2000","","","migratory","IUCN, 2020","Fall-Winter","Fall-Winter","Kelley & Pickett, 1987;Meyers et al., 2015","Nikki","10950","Froese & Pauly, 2000"
1430,"Lipophrys trigloides","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Madeira et al. 2012","Comte","Lipophrys trigloides_38.82_NA_-9","24",38.82,-9,"","Tagus Brackish Portugal",14,34,"tmax",0.49,"SD",9,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Lipophrys","trigloides","13","Froese & Pauly, 2000","","","unk","","","","","Nikki","unk",""
767,"Diplodus vulgaris","Chordata","Teleostei","Perciformes","Sparidae",NA,"Madeira et al. 2012","Comte","Diplodus vulgaris_38.82_NA_-9","24",38.82,-9,"","Tagus Brackish Portugal",14,31.05,"tmax",1.33,"SD",13,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Diplodus","vulgaris","45","Froese & Pauly, 2000","","","non-migratory","Gonçalves & Erzini, 2000;Abecasis et al., 2009","","","","Nikki","7300","IUCN, 2020"
1231,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_NA_-157.98","20",21.37,-157.98,"","Oahu estuaries Hawaii",14,38.5,"tmax",0.54,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis","25","Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk",""
1232,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_NA_-157.98","23",21.37,-157.98,"","Oahu estuaries Hawaii",14,38.9,"tmax",0.44,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis","25","Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk",""
1233,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_NA_-157.98","25.5",21.37,-157.98,"","Oahu estuaries Hawaii",14,39.9,"tmax",0.33,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis","25","Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk",""
1234,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_NA_-157.98","27",21.37,-157.98,"","Oahu estuaries Hawaii",14,40.1,"tmax",0.23,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis","25","Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk",""
1235,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_NA_-157.98","29",21.37,-157.98,"","Oahu estuaries Hawaii",14,41.3,"tmax",0.23,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis","25","Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk",""
1792,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_NA_-157.98","20",21.37,-157.98,"","Oahu estuaries Hawaii",14,36.7,"tmax",0.82,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
1793,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_NA_-157.98","23",21.37,-157.98,"","Oahu estuaries Hawaii",14,37.7,"tmax",0.58,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
1794,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_NA_-157.98","25.5",21.37,-157.98,"","Oahu estuaries Hawaii",14,38.7,"tmax",0.45,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
1795,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_NA_-157.98","27",21.37,-157.98,"","Oahu estuaries Hawaii",14,40,"tmax",0.14,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
1796,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_NA_-157.98","29",21.37,-157.98,"","Oahu estuaries Hawaii",14,40.3,"tmax",0.16,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
2,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_NA_-113.54","16.34",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,34.3,"tmax",0.54,"SD",10,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis","22.9","Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d."
3,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_NA_-113.54","24.1",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,39.9,"tmax",0.26,"SD",14,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis","22.9","Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d."
4,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_NA_-113.54","30",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41.3,"tmax",0.2,"SD",8,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis","22.9","Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d."
5,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_NA_-113.54","35",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41.6,"tmax",0.13,"SD",10,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis","22.9","Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d."
1118,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_NA_-113.54","16.34",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,34.2,"tmax",NA,"SD",3,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gobiosoma","chiquita","6.5","Froese & Pauly, 2000","","","non-migratory","Stahl, 1975","","","","Nikki","unk",""
1119,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_NA_-113.54","24.1",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,41.2,"tmax",0.3,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gobiosoma","chiquita","6.5","Froese & Pauly, 2000","","","non-migratory","Stahl, 1975","","","","Nikki","unk",""
1120,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_NA_-113.54","30",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41,"tmax",0.31,"SD",12,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gobiosoma","chiquita","6.5","Froese & Pauly, 2000","","","non-migratory","Stahl, 1975","","","","Nikki","unk",""
1121,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_NA_-113.54","35",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41.9,"tmax",NA,"SD",3,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gobiosoma","chiquita","6.5","Froese & Pauly, 2000","","","non-migratory","Stahl, 1975","","","","Nikki","unk",""
1797,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_NA_-113.54","16.34",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,36.7,"tmax",0.69,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
1798,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_NA_-113.54","24.1",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,41.3,"tmax",0.76,"SD",16,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
1799,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_NA_-113.54","30",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,42.4,"tmax",1.8,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
1800,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_NA_-113.54","35",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,43.1,"tmax",0.3,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus","100","Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000"
2842,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_NA_-113.54","16.34",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,36.7,"tmax",NA,"SD",6,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
2843,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_NA_-113.54","24.1",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,41.1,"tmax",0.34,"SD",23,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
2844,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_NA_-113.54","30",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41.4,"tmax",0.11,"SD",8,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
2845,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_NA_-113.54","35",31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,42.4,"tmax",0.17,"SD",11,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
1164,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","12",37.86,-122.37,"","San Francisco Brackish US",21,27.1,"tmax",0.5,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1165,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","16.6",37.86,-122.37,"","San Francisco Brackish US",21,28.4,"tmax",0.5,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1166,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","18.7",37.86,-122.37,"","San Francisco Brackish US",21,28.3,"tmax",0.6,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1167,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","12.4",37.86,-122.37,"","San Francisco Brackish US",21,24.1,"tmax",1.9,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1168,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","15.3",37.86,-122.37,"","San Francisco Brackish US",21,26.3,"tmax",1.8,"SD",9,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1169,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","18.7",37.86,-122.37,"","San Francisco Brackish US",21,27.1,"tmax",0.8,"SD",12,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1170,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","11.9",37.86,-122.37,"","San Francisco Brackish US",21,27.1,"tmax",0.8,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1171,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","15.7",37.86,-122.37,"","San Francisco Brackish US",21,28.2,"tmax",0.7,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1172,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","19.7",37.86,-122.37,"","San Francisco Brackish US",21,28.9,"tmax",0.7,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
1173,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","16.4",37.86,-122.37,"","San Francisco Brackish US",21,29.9,"tmax",0.3,"SD",16,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Larva",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
