"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2"
1415,"Limnodynastes salmini","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes salmini_-34_151.342",10,-34,151.342,"","Gosford, New South Wales",12,34.5,"tmax",NA,NA,3,"critical","Loss of righting response","1",NA,NA,NA,"Spring","762","Adult",NA,"Terrestrial",NA,"Limnodynastes","salmini",7.5,"Oliveira et al., 2017","Summer","Ocock, 2018;Tyler & Knight, 2020","non-migratory","","","","","Nikki","unk","","Y","","","0.875","0.125","",""
1416,"Limnodynastes salmini","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Limnodynastes salmini_-27.553_153.056",15,-27.553,153.056,"","Brisbane, Queensland",7,34.2,"tmax",NA,NA,44,"critical","Onset of spasms","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","salmini",7.5,"Oliveira et al., 2017","Summer","Ocock, 2018;Tyler & Knight, 2020","non-migratory","","","","","Nikki","unk","","Y","","","0.875","0.125","",""
1417,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes tasmaniensis_-38_142.518",25,-38,142.518,"","Grampians, Victoria",12,36.6,"tmax",NA,NA,38,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","tasmaniensis",5.05,"Oliveira et al., 2017","","Schell, 2002","non-migratory","","","","","Nikki","2190","Schell, 2002","Y","","","","","",""
1418,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes tasmaniensis_-38_142.518",25,-38,142.518,"","Grampians, Victoria",12,34.9,"tmax",NA,NA,38,"critical","righting_ability","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","tasmaniensis",5.05,"Oliveira et al., 2017","","Schell, 2002","non-migratory","","","","","Nikki","2190","Schell, 2002","Y","","","","","",""
1419,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes tasmaniensis_-37_145.887",10,-37,145.887,"","Victoria, Warrenbayne, Australia",12,35.1,"tmax",NA,NA,17,"critical","onset_of_spasm","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","tasmaniensis",5.05,"Oliveira et al., 2017","","Schell, 2002","non-migratory","","","","","Nikki","2190","Schell, 2002","Y","","","","","",""
1420,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes tasmaniensis_-37_145.887",10,-37,145.887,"","Victoria, Warrenbayne, Australia",12,34,"tmax",NA,NA,17,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Limnodynastes","tasmaniensis",5.05,"Oliveira et al., 2017","","Schell, 2002","non-migratory","","","","","Nikki","2190","Schell, 2002","Y","","","","","",""
1421,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Limnodynastes tasmaniensis_-34.929_138.6",15,-34.929,138.6,"","Adelaide, South Australia",7,34.9,"tmax",NA,NA,36,"critical","Onset of spasms","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Limnodynastes","tasmaniensis",5.05,"Oliveira et al., 2017","","Schell, 2002","non-migratory","","","","","Nikki","2190","Schell, 2002","Y","","","","","",""
1538,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Lithobates sylvaticus_35.053_-83.197",10,35.053,-83.197,"","Highlands, North Carolina",7,34.9,"tmax",NA,NA,10,"critical","Onset of spasms","0.7",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1539,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Lithobates sylvaticus_35.053_-83.197",20,35.053,-83.197,"","Highlands, North Carolina",7,36.1,"tmax",NA,NA,7,"critical","Onset of spasms","0.7",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1547,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.","Rohr","Lithobates sylvaticus_37.56_-84.3",15,37.56,-84.3,"extracted","Kentucky, USA",10,36.4,"tmax",NA,NA,20,"critical","Onset of spasms","0.8",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1548,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.","Rohr","Lithobates sylvaticus_38.2_-76.85",15,38.2,-76.85,"extracted","Maryland, USA",10,35.4,"tmax",1,"SD",10,"critical","Onset of spasms","0.8",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1554,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.","Rohr","Lithobates sylvaticus_38.8_-83.4",15,38.8,-83.4,"extracted","Ohio, USA",10,35.8,"tmax",NA,NA,17,"critical","Onset of spasms","0.8",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1558,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.","Rohr","Lithobates sylvaticus_39.435_-84.203",5,39.435,-84.203,"","Lebanon, Ohio",4,33.2,"tmax",NA,NA,4,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1559,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.","Rohr","Lithobates sylvaticus_39.435_-84.203",25,39.435,-84.203,"","Lebanon, Ohio",4,34.1,"tmax",NA,NA,5,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1564,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.","Rohr","Lithobates sylvaticus_42.8_-73.85",15,42.8,-73.85,"extracted","New York, USA",10,34.9,"tmax",NA,NA,11,"critical","Onset of spasms","0.8",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1567,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.","Rohr","Lithobates sylvaticus_42.75_-83.217",15,42.75,-83.217,"extracted","Michigan, USA",10,34.5,"tmax",0.5,"SD",9,"critical","Onset of spasms","0.8",NA,NA,NA,NA,"262","Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1576,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.","Rohr","Lithobates sylvaticus_47.165_-95.197",18,47.165,-95.197,"","Itasca State Park, Minnesota",NA,34.8,"tmax",NA,NA,8,"critical","Loss of righting response",NA,NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1577,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.","Rohr","Lithobates sylvaticus_47.165_-95.197",5,47.165,-95.197,"","Lake Itasca State Park, Minnesota",4,34.2,"tmax",NA,NA,8,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1578,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.","Rohr","Lithobates sylvaticus_47.165_-95.197",15,47.165,-95.197,"","Lake Itasca State Park, Minnesota",4,34.4,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1579,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.","Rohr","Lithobates sylvaticus_47.165_-95.197",25,47.165,-95.197,"","Lake Itasca State Park, Minnesota",4,35,"tmax",NA,NA,9,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1580,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae","Nikki","Brattstrom_1968","Rohr","Lithobates sylvaticus_52_-121.587",5,52,-121.587,"","Clinton, British Columbia",17.5,30.3,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1581,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae","Nikki","Brattstrom_1968","Rohr","Lithobates sylvaticus_52_-121.587",23,52,-121.587,"","Clinton, British Columbia",17.5,32.9,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1582,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae","Nikki","Brattstrom_1968","Rohr","Lithobates sylvaticus_52_-121.587",30,52,-121.587,"","Clinton, British Columbia",17.5,33.6,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Lithobates","sylvaticus",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","Winter","Meyers et al., 2015","non-migratory","","","","","Micky/Nikki","1898","Oliveira et al., 2017","N","","","0.875","0.125","",""
1583,"Litoria bicolor","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria bicolor_-18_145.924",10,-18,145.924,"","Tully, Queensland",12,35.6,"tmax",NA,NA,37,"critical","Loss of righting response","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Litoria","bicolor",3,"Oliveira et al., 2017","","Dziminski & Alford, 2005","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
1598,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_142.518",5,-38,142.518,"","Grampians, Victoria",12,33.6,"tmax",NA,NA,8,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1599,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_142.518",5,-38,142.518,"","Grampians, Victoria",12,30.8,"tmax",NA,NA,8,"critical","righting_ability","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1600,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_142.518",25,-38,142.518,"","Grampians, Victoria",12,35.5,"tmax",NA,NA,8,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1601,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_142.518",25,-38,142.518,"","Grampians, Victoria",12,32.6,"tmax",NA,NA,8,"critical","righting_ability","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1603,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_145.245",5,-38,145.245,"","Knox, Victoria",12,32,"tmax",NA,NA,6,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1604,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_145.245",10,-38,145.245,"","Knox, Victoria",12,34.5,"tmax",NA,NA,6,"critical","onset_of_spasm","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1605,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_145.245",10,-38,145.245,"","Knox, Victoria",12,31.9,"tmax",NA,NA,6,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1606,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_145.245",20,-38,145.245,"","Knox, Victoria",12,36.1,"tmax",NA,NA,6,"critical","onset_of_spasm","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1607,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_145.245",20,-38,145.245,"","Knox, Victoria",12,34,"tmax",NA,NA,6,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1608,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-37_145.887",10,-37,145.887,"","Victoria, Warrenbayne, Australia",12,35.3,"tmax",NA,NA,6,"critical","onset_of_spasm","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1609,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-37_145.887",10,-37,145.887,"","Victoria, Warrenbayne, Australia",12,33,"tmax",NA,NA,6,"critical","righting_ability","1",NA,NA,NA,"Winter","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1610,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-34_151.342",5,-34,151.342,"","Gosford, New South Wales",12,36,"tmax",NA,NA,2,"critical","onset_of_spasm","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1611,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-34_151.342",5,-34,151.342,"","Gosford, New South Wales",12,32.7,"tmax",NA,NA,2,"critical","righting_ability","1",NA,NA,NA,"Summer","304.8","Adult",NA,"Terrestrial",NA,"Litoria","ewingii",5,"Oliveira et al., 2017","Winter","Bazin et al., 2007","non-migratory","","","","","Nikki","unk","","Y","","","0.458","0.625","",""
1616,"Litoria fallax","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria fallax_-34_151.342",5,-34,151.342,"","Gosford, New South Wales",12,35.9,"tmax",NA,NA,73,"critical","onset_of_spasm","1",NA,NA,NA,"Spring","304.8","Adult",NA,"Terrestrial",NA,"Litoria","fallax",3,"Eastern dwarf tree frog, n.d.","","Dziminski & Alford, 2005","non-migratory","","","","","Nikki","unk","","Y","","","","","",""
