"","intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km...migratory.only.","season_when_away_100km...migratory.only.","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","raster_mean"
"1462",2129,"Pimephales promelas","Pimephales","promelas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Pimephales promelas_33.22_NA",24,33.22,-97.15,"","Pimephales","promelas","North Texas US",NA,36.2,"tmax",1.22,"SD",12,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"60","AnAge","60","AnAge",NA,"1-10","MOVEMENT: movement of 3 km (Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.) LARVAE: eggs guarded and laid in still water (NatureServe Explorer)",NA,"10.1","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","During periods of high stream discharge+ fathead minnows showed downstream movement in a small Minnesota stream - stream was 3 km (Schlosser 1995). - Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.",NA,NA,NA,"Joanne/Nikki","unk",NA,"1825","maximum longevity is apparently 2-3 years+ 5 years on fishbase (Schlosser and Ebel 1989) - Schlosser+ I. J. and K. K. Ebel. 1989. Effects of flow regime and cyprinid predation on a headwater stream. Ecol. Monogr. 59(1):41-57.",NA,NA
"1463",2130,"Pimephales promelas","Pimephales","promelas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Pimephales promelas_33.22_NA",24,33.22,-97.15,"","Pimephales","promelas","North Texas US",NA,36.7,"tmax",1.38,"SD",13,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"60","AnAge","60","AnAge",NA,"1-10","MOVEMENT: movement of 3 km (Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.) LARVAE: eggs guarded and laid in still water (NatureServe Explorer)",NA,"10.1","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","During periods of high stream discharge+ fathead minnows showed downstream movement in a small Minnesota stream - stream was 3 km (Schlosser 1995). - Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.",NA,NA,NA,"Joanne/Nikki","unk",NA,"1825","maximum longevity is apparently 2-3 years+ 5 years on fishbase (Schlosser and Ebel 1989) - Schlosser+ I. J. and K. K. Ebel. 1989. Effects of flow regime and cyprinid predation on a headwater stream. Ecol. Monogr. 59(1):41-57.",NA,NA
"1464",2137,"Pimephales promelas","Pimephales","promelas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Yoder et al. 2012","Comte","Pimephales promelas_35.75_NA",6,35.75,-86.43,"","Pimephales","promelas","Tennessee US",NA,26.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Freshwater",NA,"days",NA,"60","AnAge","60","AnAge",NA,"1-10","MOVEMENT: movement of 3 km (Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.) LARVAE: eggs guarded and laid in still water (NatureServe Explorer)",NA,"10.1","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","During periods of high stream discharge+ fathead minnows showed downstream movement in a small Minnesota stream - stream was 3 km (Schlosser 1995). - Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.",NA,NA,NA,"Joanne/Nikki","unk",NA,"1825","maximum longevity is apparently 2-3 years+ 5 years on fishbase (Schlosser and Ebel 1989) - Schlosser+ I. J. and K. K. Ebel. 1989. Effects of flow regime and cyprinid predation on a headwater stream. Ecol. Monogr. 59(1):41-57.",NA,NA
"1465",2138,"Pimephales promelas","Pimephales","promelas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Pimephales promelas_32.874_NA",25,32.874,-110.809,"inferred","Pimephales","promelas","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,36.9,"tmax",1.94,"SD",12,"lethal","death","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"60","AnAge","60","AnAge",NA,"1-10","MOVEMENT: movement of 3 km (Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.) LARVAE: eggs guarded and laid in still water (NatureServe Explorer)",NA,"10.1","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","During periods of high stream discharge+ fathead minnows showed downstream movement in a small Minnesota stream - stream was 3 km (Schlosser 1995). - Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.",NA,NA,NA,"Joanne/Nikki","unk",NA,"1825","maximum longevity is apparently 2-3 years+ 5 years on fishbase (Schlosser and Ebel 1989) - Schlosser+ I. J. and K. K. Ebel. 1989. Effects of flow regime and cyprinid predation on a headwater stream. Ecol. Monogr. 59(1):41-57.",NA,NA
"1466",2139,"Pimephales promelas","Pimephales","promelas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Pimephales promelas_32.874_NA",25,32.874,-110.809,"inferred","Pimephales","promelas","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,36.5,"tmax",2.12,"SD",12,"critical","flaring operculum","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"60","AnAge","60","AnAge",NA,"1-10","MOVEMENT: movement of 3 km (Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.) LARVAE: eggs guarded and laid in still water (NatureServe Explorer)",NA,"10.1","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","During periods of high stream discharge+ fathead minnows showed downstream movement in a small Minnesota stream - stream was 3 km (Schlosser 1995). - Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.",NA,NA,NA,"Joanne/Nikki","unk",NA,"1825","maximum longevity is apparently 2-3 years+ 5 years on fishbase (Schlosser and Ebel 1989) - Schlosser+ I. J. and K. K. Ebel. 1989. Effects of flow regime and cyprinid predation on a headwater stream. Ecol. Monogr. 59(1):41-57.",NA,NA
"1467",2140,"Pimephales promelas","Pimephales","promelas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Pimephales promelas_32.874_NA",25,32.874,-110.809,"inferred","Pimephales","promelas","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,36.1,"tmax",2.12,"SD",12,"critical","LOE","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"60","AnAge","60","AnAge",NA,"1-10","MOVEMENT: movement of 3 km (Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.) LARVAE: eggs guarded and laid in still water (NatureServe Explorer)",NA,"10.1","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","During periods of high stream discharge+ fathead minnows showed downstream movement in a small Minnesota stream - stream was 3 km (Schlosser 1995). - Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.",NA,NA,NA,"Joanne/Nikki","unk",NA,"1825","maximum longevity is apparently 2-3 years+ 5 years on fishbase (Schlosser and Ebel 1989) - Schlosser+ I. J. and K. K. Ebel. 1989. Effects of flow regime and cyprinid predation on a headwater stream. Ecol. Monogr. 59(1):41-57.",NA,NA
"1468",2482,"Retropinna retropinna","Retropinna","retropinna","Chordata","Teleostei","Osmeriformes","Retropinnidae",NA,"Richardson et al. 1994","Comte","Retropinna retropinna_-35.15_0",15,-35.15,173.68,"inferred","Retropinna","retropinna","Northern New Zealand",1,28.3,"tmax",NA,"SD",15,"lethal","50percent_survival",NA,NA,NA,"15",NA,0,"Adult",NA,NA,NA,"Freshwater","1","days",NA,"365","1-2 years (IUCN Red List AND https://books.google.ca/books?id=8PrtCAAAQBAJ&pg=PA279&lpg=PA279&dq=retropinna+retropinna+migration+distance&source=bl&ots=nUWbUsKxcm&sig=ACfU3U23aj4ewdoYthi4eKTsWfHLI_Ql6g&hl=en&sa=X&ved=2ahUKEwja9pi5uvXmAhUKWN8KHU13BhMQ6AEwB3oECAsQAQ#v=onepage&q=retropinna%20retropinna%20migration%20distance&f=false)","365","1-2 years (IUCN Red List AND https://books.google.ca/books?id=8PrtCAAAQBAJ&pg=PA279&lpg=PA279&dq=retropinna+retropinna+migration+distance&source=bl&ots=nUWbUsKxcm&sig=ACfU3U23aj4ewdoYthi4eKTsWfHLI_Ql6g&hl=en&sa=X&ved=2ahUKEwja9pi5uvXmAhUKWN8KHU13BhMQ6AEwB3oECAsQAQ#v=onepage&q=retropinna%20retropinna%20migration%20distance&f=false)","Y","1-10","MOVEMENT: larvae hatch in estuaries and rivers+ disperse and develop at sea+ and recruit to freshwater as juveniles -estimate based on fact that larvae disperse but return (http://hdl.handle.net/10063/6250)****landlocked populations exist that do not have this life history",NA,"8.6","FL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","migratory","IUCN Red List",NA,NA,"POPULATION SPECIFIC: distinct anadromous and non-diadromous stocks that often exist in sympatry (10.1071/MF07238)","Jenn/Nikki","unk",NA,"1460","4 years max (IUCN Red List)",NA,NA
"1469",2483,"Retropinna retropinna","Retropinna","retropinna","Chordata","Teleostei","Osmeriformes","Retropinnidae",NA,"Richardson et al. 1994","Comte","Retropinna retropinna_-35.15_0",20,-35.15,173.68,"inferred","Retropinna","retropinna","Northern New Zealand",1,31.9,"tmax",NA,"SD",15,"lethal","50percent_survival",NA,NA,NA,"20",NA,0,"Adult",NA,NA,NA,"Freshwater","1","days",NA,"365","1-2 years (IUCN Red List AND https://books.google.ca/books?id=8PrtCAAAQBAJ&pg=PA279&lpg=PA279&dq=retropinna+retropinna+migration+distance&source=bl&ots=nUWbUsKxcm&sig=ACfU3U23aj4ewdoYthi4eKTsWfHLI_Ql6g&hl=en&sa=X&ved=2ahUKEwja9pi5uvXmAhUKWN8KHU13BhMQ6AEwB3oECAsQAQ#v=onepage&q=retropinna%20retropinna%20migration%20distance&f=false)","365","1-2 years (IUCN Red List AND https://books.google.ca/books?id=8PrtCAAAQBAJ&pg=PA279&lpg=PA279&dq=retropinna+retropinna+migration+distance&source=bl&ots=nUWbUsKxcm&sig=ACfU3U23aj4ewdoYthi4eKTsWfHLI_Ql6g&hl=en&sa=X&ved=2ahUKEwja9pi5uvXmAhUKWN8KHU13BhMQ6AEwB3oECAsQAQ#v=onepage&q=retropinna%20retropinna%20migration%20distance&f=false)","Y","1-10","MOVEMENT: larvae hatch in estuaries and rivers+ disperse and develop at sea+ and recruit to freshwater as juveniles -estimate based on fact that larvae disperse but return (http://hdl.handle.net/10063/6250)****landlocked populations exist that do not have this life history",NA,"8.6","FL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","migratory","IUCN Red List",NA,NA,"POPULATION SPECIFIC: distinct anadromous and non-diadromous stocks that often exist in sympatry (10.1071/MF07238)","Jenn/Nikki","unk",NA,"1460","4 years max (IUCN Red List)",NA,NA
"1470",2484,"Retropinna retropinna","Retropinna","retropinna","Chordata","Teleostei","Osmeriformes","Retropinnidae","FL","Richardson_et_al_1994","intratherm_team","Retropinna retropinna_-37.595991_NA",20,-37.595991,175.104216,"inferred","Retropinna","retropinna","undistinct location in Waikato District, New Zealand",NA,31.8,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,"20",NA,NA,"Adult","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"365","1-2 years (IUCN Red List AND https://books.google.ca/books?id=8PrtCAAAQBAJ&pg=PA279&lpg=PA279&dq=retropinna+retropinna+migration+distance&source=bl&ots=nUWbUsKxcm&sig=ACfU3U23aj4ewdoYthi4eKTsWfHLI_Ql6g&hl=en&sa=X&ved=2ahUKEwja9pi5uvXmAhUKWN8KHU13BhMQ6AEwB3oECAsQAQ#v=onepage&q=retropinna%20retropinna%20migration%20distance&f=false)","365","1-2 years (IUCN Red List AND https://books.google.ca/books?id=8PrtCAAAQBAJ&pg=PA279&lpg=PA279&dq=retropinna+retropinna+migration+distance&source=bl&ots=nUWbUsKxcm&sig=ACfU3U23aj4ewdoYthi4eKTsWfHLI_Ql6g&hl=en&sa=X&ved=2ahUKEwja9pi5uvXmAhUKWN8KHU13BhMQ6AEwB3oECAsQAQ#v=onepage&q=retropinna%20retropinna%20migration%20distance&f=false)","Y","1-10","MOVEMENT: larvae hatch in estuaries and rivers+ disperse and develop at sea+ and recruit to freshwater as juveniles -estimate based on fact that larvae disperse but return (http://hdl.handle.net/10063/6250)****landlocked populations exist that do not have this life history",NA,"8.6","FL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","migratory","IUCN Red List",NA,NA,"POPULATION SPECIFIC: distinct anadromous and non-diadromous stocks that often exist in sympatry (10.1071/MF07238)","Jenn/Nikki","unk",NA,"1460","4 years max (IUCN Red List)",NA,NA
"1471",2485,"Retropinna retropinna","Retropinna","retropinna","Chordata","Teleostei","Osmeriformes","Retropinnidae","FL","Richardson_et_al_1994","intratherm_team","Retropinna retropinna_-37.595991_NA",20.5,-37.595991,175.104216,"inferred","Retropinna","retropinna","undistinct location in Waikato District, New Zealand",NA,33.4,"tmax",NA,NA,NA,"critical",NA,NA,NA,NA,"20.5",NA,NA,"Adult","Primary reference is Simons 1986",NA,NA,"Freshwater",NA,"days",NA,"365","1-2 years (IUCN Red List AND https://books.google.ca/books?id=8PrtCAAAQBAJ&pg=PA279&lpg=PA279&dq=retropinna+retropinna+migration+distance&source=bl&ots=nUWbUsKxcm&sig=ACfU3U23aj4ewdoYthi4eKTsWfHLI_Ql6g&hl=en&sa=X&ved=2ahUKEwja9pi5uvXmAhUKWN8KHU13BhMQ6AEwB3oECAsQAQ#v=onepage&q=retropinna%20retropinna%20migration%20distance&f=false)","365","1-2 years (IUCN Red List AND https://books.google.ca/books?id=8PrtCAAAQBAJ&pg=PA279&lpg=PA279&dq=retropinna+retropinna+migration+distance&source=bl&ots=nUWbUsKxcm&sig=ACfU3U23aj4ewdoYthi4eKTsWfHLI_Ql6g&hl=en&sa=X&ved=2ahUKEwja9pi5uvXmAhUKWN8KHU13BhMQ6AEwB3oECAsQAQ#v=onepage&q=retropinna%20retropinna%20migration%20distance&f=false)","Y","1-10","MOVEMENT: larvae hatch in estuaries and rivers+ disperse and develop at sea+ and recruit to freshwater as juveniles -estimate based on fact that larvae disperse but return (http://hdl.handle.net/10063/6250)****landlocked populations exist that do not have this life history",NA,"8.6","FL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","migratory","IUCN Red List",NA,NA,"POPULATION SPECIFIC: distinct anadromous and non-diadromous stocks that often exist in sympatry (10.1071/MF07238)","Jenn/Nikki","unk",NA,"1460","4 years max (IUCN Red List)",NA,NA
"1472",2581,"Rhinichthys osculus","Rhinichthys","osculus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Rhinichthys osculus_32.874_NA",25,32.874,-110.809,"inferred","Rhinichthys","osculus","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,36,"tmax",0.71,"SD",12,"lethal","death","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"730","end of second year (NatureServe Explorer+ Peden+ A. E.+ & Hughes+ G. W. (1981). Life history notes relevant to the Canadian status of the speckled dace (Rhinichthys osculus). Syesis+ 14(1981)+ 21-31.)","unk",NA,NA,"1-10","LARVAE: larval drift of 8.6km (https://doi.org/10.1577/1548-8659(1998)127<0772:DOLFIA>2.0.CO;2)",NA,"11","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"2190","3-6 years max (NatureServe Explorer)",NA,NA
"1473",2582,"Rhinichthys osculus","Rhinichthys","osculus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Rhinichthys osculus_32.874_NA",30,32.874,-110.809,"inferred","Rhinichthys","osculus","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,36.9,"tmax",0.53,"SD",12,"lethal","death","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"730","end of second year (NatureServe Explorer+ Peden+ A. E.+ & Hughes+ G. W. (1981). Life history notes relevant to the Canadian status of the speckled dace (Rhinichthys osculus). Syesis+ 14(1981)+ 21-31.)","unk",NA,NA,"1-10","LARVAE: larval drift of 8.6km (https://doi.org/10.1577/1548-8659(1998)127<0772:DOLFIA>2.0.CO;2)",NA,"11","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"2190","3-6 years max (NatureServe Explorer)",NA,NA
"1474",2583,"Rhinichthys osculus","Rhinichthys","osculus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Rhinichthys osculus_32.874_NA",25,32.874,-110.809,"inferred","Rhinichthys","osculus","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,35.9,"tmax",0.35,"SD",12,"critical","flaring operculum","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"730","end of second year (NatureServe Explorer+ Peden+ A. E.+ & Hughes+ G. W. (1981). Life history notes relevant to the Canadian status of the speckled dace (Rhinichthys osculus). Syesis+ 14(1981)+ 21-31.)","unk",NA,NA,"1-10","LARVAE: larval drift of 8.6km (https://doi.org/10.1577/1548-8659(1998)127<0772:DOLFIA>2.0.CO;2)",NA,"11","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"2190","3-6 years max (NatureServe Explorer)",NA,NA
"1475",2584,"Rhinichthys osculus","Rhinichthys","osculus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Rhinichthys osculus_32.874_NA",30,32.874,-110.809,"inferred","Rhinichthys","osculus","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,37,"tmax",0.18,"SD",12,"critical","flaring operculum","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"730","end of second year (NatureServe Explorer+ Peden+ A. E.+ & Hughes+ G. W. (1981). Life history notes relevant to the Canadian status of the speckled dace (Rhinichthys osculus). Syesis+ 14(1981)+ 21-31.)","unk",NA,NA,"1-10","LARVAE: larval drift of 8.6km (https://doi.org/10.1577/1548-8659(1998)127<0772:DOLFIA>2.0.CO;2)",NA,"11","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"2190","3-6 years max (NatureServe Explorer)",NA,NA
"1476",2585,"Rhinichthys osculus","Rhinichthys","osculus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Rhinichthys osculus_32.874_NA",25,32.874,-110.809,"inferred","Rhinichthys","osculus","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,34.4,"tmax",0.71,"SD",12,"critical","LOE","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"730","end of second year (NatureServe Explorer+ Peden+ A. E.+ & Hughes+ G. W. (1981). Life history notes relevant to the Canadian status of the speckled dace (Rhinichthys osculus). Syesis+ 14(1981)+ 21-31.)","unk",NA,NA,"1-10","LARVAE: larval drift of 8.6km (https://doi.org/10.1577/1548-8659(1998)127<0772:DOLFIA>2.0.CO;2)",NA,"11","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"2190","3-6 years max (NatureServe Explorer)",NA,NA
"1477",2586,"Rhinichthys osculus","Rhinichthys","osculus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Rhinichthys osculus_32.874_NA",30,32.874,-110.809,"inferred","Rhinichthys","osculus","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,36.9,"tmax",1.06,"SD",12,"critical","LOE","0.3",NA,NA,"held","Summer/Spring",NA,"Adult","Specific location where individuals were collected is unclear (some taken from tanks in Argentina?)",NA,NA,"Freshwater","14","days",NA,"730","end of second year (NatureServe Explorer+ Peden+ A. E.+ & Hughes+ G. W. (1981). Life history notes relevant to the Canadian status of the speckled dace (Rhinichthys osculus). Syesis+ 14(1981)+ 21-31.)","unk",NA,NA,"1-10","LARVAE: larval drift of 8.6km (https://doi.org/10.1577/1548-8659(1998)127<0772:DOLFIA>2.0.CO;2)",NA,"11","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","6.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"2190","3-6 years max (NatureServe Explorer)",NA,NA
"1478",1091,"Gillichthys mirabilis","Gillichthys","mirabilis","Chordata","Teleostei","Perciformes","Gobiidae","AB","Sumner_&_Doudoroff_1938_in_Brett_1970,Sumner_&_Doudorof","intratherm_team","Gillichthys mirabilis_33_0",20,33,-120,"","Gillichthys","mirabilis","California",NA,39.3,"tmax",NA,NA,10,"lethal","death",NA,NA,NA,"held",NA,0,"Adult",NA,NA,NA,"Marine",NA,"days",NA,"365","1 year (Barlow+ G. W. (1963). Species structure of the gobiid fish Gillichthys mirabilis from coastal sloughs of the eastern Pacific.)","365","1 year (Barlow+ G. W. (1963). Species structure of the gobiid fish Gillichthys mirabilis from coastal sloughs of the eastern Pacific.)","Y","1-10","MOVEMENT: high site fidelity (https://doi.org/10.1007/s12237-009-9177-5) and species classified as resident of 10km wide estuary (https://doi.org/10.1016/S0272-7714(05)80099-X) LARVAE: planktonic larvae (pg 1226 of http://calcofi.org/publications/atlases/CalCOFI_Atlas_33.pdf) but duration is unk",NA,"21","TL male/unsexed -fishbase","19","TL male/unsexed -fishbase","19","TL male/unsexed -fishbase","Y","none","http://explorer.natureserve.org/servlet/NatureServe?searchName=Gillichthys+mirabilis","non-migratory","IUCN Red List",NA,NA,NA,"Azenor/Nikki","0.00283","home range <30m+ used as radius (https://doi.org/10.1111/j.1462-2920.2007.01381.x)","730","2 years max - fishbase",NA,NA
"1479",98,"Ambloplites rupestris","Ambloplites","rupestris","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Cherry et al. 1977","Comte","Ambloplites rupestris_36.94_NA",33,36.94,-81.05,"","Ambloplites","rupestris","New River drainage US",7,36,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","7","days",NA,"730","2 to 3 years (https://animaldiversity.org/accounts/Ambloplites_rupestris/)","730","2 to 3 years (https://animaldiversity.org/accounts/Ambloplites_rupestris/)","Y","1-10","MOVEMENT: strong site fidelity to nests (https://doi.org/10.1093/beheco/5.2.195) and during non-migratory period remain within 3km of capture site (https://doi.org/10.1016/S0380-1330(77)72251-8) MIGRATION: adults travel 35 to 40 km to spawn (MacLean & Teleki 1977)",NA,"43","TL male/unsexed -fishbase","15.4","TL male/unsexed -fishbase","15.4","TL male/unsexed -fishbase","Y","none","no dormancy reported+ active in winter (https://animaldiversity.org/accounts/Ambloplites_rupestris/)","migratory","NatureServe Explorer","spring",NA,"DISTANCE: spawn 35-40km away (https://doi.org/10.1016/S0380-1330(77)72251-8) TIMING: spring (https://doi.org/10.1016/S0380-1330(77)72251-8)","Sarah/Nikki","28.26","most individuals remain within 3 km of their initial capture site+ this estimate is distance travelled including migration+ used as radius (https://doi.org/10.1016/S0380-1330(77)72251-8)","2920","average lifespan is 5 to 8 years+ max 8 (https://animaldiversity.org/accounts/Ambloplites_rupestris/) + fishbase",NA,NA
